region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_ccs_2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,solar_pv_2,1,1,2,0.0,0.0,7.808652093861178e7,0.0,0.0,0.0,0.0,0.0,0.0,7.808652093861178e7,0.0,0.0,0.0,0.0,0.0,7.808652093861178e7,7.808652093861178e7,0.0
NE,comm_solar_pv_2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,res_solar_pv_2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,onshore_wind_2,1,1,5,0.0,0.0,5.743468536550345e7,0.0,0.0,0.0,0.0,0.0,0.0,5.7434685365503475e7,0.0,0.0,0.0,0.0,0.0,5.7434685365503475e7,5.743468536550345e7,2.2351741790771484e-8
NE,battery_2,1,1,6,0.0,0.0,2.9310185354193836e7,3.675e7,0.0,0.0,0.0,0.0,3.990350258225642e6,3.3257962601731646e8,0.0,0.0,0.0,0.0,0.0,3.3257962601731646e8,7.005053561241949e7,2.6252909040489697e8
NE,fixed_offshore_wind_2,1,1,7,0.0,0.0,4.22166e8,0.0,0.0,0.0,0.0,0.0,0.0,1.1630399171564183e8,3.058620082843582e8,0.0,0.0,0.0,0.0,4.22166e8,4.22166e8,0.0
NE,float_offshore_wind_2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,natural_gas_2,1,1,9,0.0,0.0,8.85624e8,0.0,1.5400082042637108e7,5.103239013162017e8,0.0,1.7408068080741975e-10,0.0,5.502888392336817e9,0.0,0.0,0.0,0.0,0.0,5.502888392336817e9,1.4113479833588388e9,4.0915404089779778e9
NE,nuclear_2,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,ror_hydro_2,1,1,11,0.0,0.0,3.666135e7,0.0,0.0,0.0,0.0,0.0,0.0,1.6617399295418155e8,0.0,0.0,0.0,0.0,0.0,1.6617399295418155e8,3.666135e7,1.2951264295418155e8
NE,pumped_hydro_2,1,1,12,0.0,0.0,8.4506e7,0.0,0.0,0.0,0.0,0.0,1.5991440387218625e6,2.4331907697578526e8,0.0,0.0,0.0,0.0,0.0,2.4331907697578526e8,8.610514403872186e7,1.572139329370634e8
