region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_ccs_2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,solar_pv_2,1,1,2,0.0,0.0,1.2162370953680656e6,0.0,0.0,0.0,0.0,0.0,0.0,1.2162370953671888e6,0.0,0.0,0.0,0.0,0.0,1.2162370953671888e6,1.2162370953680656e6,-8.76840204000473e-7
NE,comm_solar_pv_2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,res_solar_pv_2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,onshore_wind_2,1,1,5,0.0,0.0,1.5479599824175239e-6,0.0,0.0,0.0,0.0,0.0,0.0,1.2576983166241418e-6,0.0,0.0,0.0,0.0,0.0,1.2576983166241418e-6,1.5479599824175239e-6,-2.9026166579338205e-7
NE,battery_2,1,1,6,0.0,0.0,2.6571914943111558e7,2.4235293192074236e7,0.0,0.0,0.0,0.0,1.8351448494498008e6,5.267368760431474e7,0.0,0.0,0.0,0.0,0.0,5.267368760431474e7,5.264235298463559e7,31334.619679145515
NE,fixed_offshore_wind_2,1,1,7,0.0,0.0,4.22166e8,0.0,0.0,0.0,0.0,0.0,0.0,1.3292129210430565e8,2.8924470789569426e8,0.0,0.0,0.0,0.0,4.221659999999999e8,4.22166e8,-1.1920928955078125e-7
NE,float_offshore_wind_2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,natural_gas_2,1,1,9,0.0,0.0,7.785059524222987e8,0.0,1.3329787078996098e7,3.519803934007738e8,0.0,4.32210354626338e-7,0.0,1.1438161329018626e9,0.0,0.0,0.0,0.0,0.0,1.1438161329018626e9,1.143816132902069e9,-0.00020647048950195312
NE,nuclear_2,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,ror_hydro_2,1,1,11,0.0,0.0,3.666134999999999e7,0.0,0.0,0.0,0.0,0.0,0.0,4.180110033165799e7,0.0,0.0,0.0,0.0,0.0,4.180110033165799e7,3.666134999999999e7,5.139750331657998e6
NE,pumped_hydro_2,1,1,12,0.0,0.0,1.8278039237775344e7,0.0,0.0,0.0,0.0,0.0,369491.93898274197,9.610612364402967e6,0.0,0.0,0.0,0.0,0.0,9.610612364402967e6,1.864753117675809e7,-9.036918812355122e6
