region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_ccs_2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,solar_pv_2,1,1,2,0.0,0.0,0.1510671281721443,0.0,0.0,0.0,0.0,0.0,0.0,0.0857601497172982,0.0,0.0,0.0,0.0,0.0,0.0857601497172982,0.1510671281721443,-0.06530697845484609
NE,comm_solar_pv_2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,res_solar_pv_2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,onshore_wind_2,1,1,5,0.0,0.0,0.6117784269008553,0.0,0.0,0.0,0.0,0.0,0.0,0.5068468101620932,0.0,0.0,0.0,0.0,0.0,0.5068468101620932,0.6117784269008553,-0.10493161673876206
NE,battery_2,1,1,6,0.0,0.0,3.3690999999962e7,3.1770955490431026e7,0.0,0.0,0.0,0.0,1.8778814579035705e6,2.0497209235645273e8,0.0,0.0,0.0,0.0,0.0,2.0497209235645273e8,6.733983694829659e7,1.3763225540815616e8
NE,fixed_offshore_wind_2,1,1,7,0.0,0.0,4.22166e8,0.0,0.0,0.0,0.0,0.0,0.0,8.48393463570193e7,3.373266535908309e8,0.0,0.0,0.0,0.0,4.221659999478502e8,4.22166e8,-0.05214977264404297
NE,float_offshore_wind_2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,natural_gas_2,1,1,9,0.0,0.0,8.856239999972279e8,0.0,1.1727864095287142e7,2.970259698073094e8,0.0,0.14276418990079867,0.0,2.0485314446912577e9,0.0,0.0,0.0,0.0,0.0,2.0485314446912577e9,1.1943778340425885e9,8.541536106486692e8
NE,nuclear_2,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,ror_hydro_2,1,1,11,0.0,0.0,3.666134998394072e7,0.0,0.0,0.0,0.0,0.0,0.0,5.0880056160771936e7,0.0,0.0,0.0,0.0,0.0,5.0880056160771936e7,3.666134998394072e7,1.4218706176831216e7
NE,pumped_hydro_2,1,1,12,0.0,0.0,5.175836585526234e7,0.0,0.0,0.0,0.0,0.0,175139.92091196286,5.19335053760307e7,0.0,0.0,0.0,0.0,0.0,5.19335053760307e7,5.19335057761743e7,-0.400143601000309
