region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_ccs_2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,solar_pv_2,1,1,2,0.0,0.0,8.985807653516531e-7,0.0,0.0,0.0,0.0,0.0,0.0,8.892310542809682e-8,0.0,0.0,0.0,0.0,0.0,8.892310542809682e-8,8.985807653516531e-7,-8.096576599235563e-7
NE,comm_solar_pv_2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,res_solar_pv_2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,onshore_wind_2,1,1,5,0.0,0.0,3.179593477398157e-6,0.0,0.0,0.0,0.0,0.0,0.0,6.689364034821783e-7,0.0,0.0,0.0,0.0,0.0,6.689364034821783e-7,3.179593477398157e-6,-2.510657073915979e-6
NE,battery_2,1,1,6,0.0,0.0,3.3690999999999955e7,3.6129912291851066e7,0.0,0.0,0.0,0.0,626742.4643644054,9.925083365557875e7,0.0,0.0,0.0,0.0,0.0,9.925083365557875e7,7.044765475621542e7,2.8803178899363324e7
NE,fixed_offshore_wind_2,1,1,7,0.0,0.0,4.22166e8,0.0,0.0,0.0,0.0,0.0,0.0,7.468772160890482e7,3.474782783910922e8,0.0,0.0,0.0,0.0,4.22165999999997e8,4.22166e8,-2.9802322387695312e-6
NE,float_offshore_wind_2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,natural_gas_2,1,1,9,0.0,0.0,8.856239999999857e8,0.0,1.3447567713880548e7,4.237550763849468e8,0.0,3.208264588896814e-6,0.0,1.3395978604578435e9,0.0,0.0,0.0,0.0,0.0,1.3395978604578435e9,1.3228266440988162e9,1.6771216359027386e7
NE,nuclear_2,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,ror_hydro_2,1,1,11,0.0,0.0,5.246625602431905e6,0.0,0.0,0.0,0.0,0.0,0.0,5.246625602431912e6,0.0,0.0,0.0,0.0,0.0,5.246625602431912e6,5.246625602431905e6,6.51925802230835e-9
NE,pumped_hydro_2,1,1,12,0.0,0.0,5.380743383117913e6,0.0,0.0,0.0,0.0,0.0,22194.51068835044,2.8143607683087196e6,0.0,0.0,0.0,0.0,0.0,2.8143607683087196e6,5.402937893806264e6,-2.588577125497544e6
