region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_ccs_2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,solar_pv_2,1,1,2,0.0,0.0,4.295576550794061e7,0.0,0.0,0.0,0.0,0.0,0.0,4.29557655079406e7,0.0,0.0,0.0,0.0,0.0,4.29557655079406e7,4.295576550794061e7,-1.4901161193847656e-8
NE,comm_solar_pv_2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,res_solar_pv_2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,onshore_wind_2,1,1,5,0.0,0.0,2.18523e8,0.0,0.0,0.0,0.0,0.0,0.0,2.6227189050979856e8,0.0,0.0,0.0,0.0,0.0,2.6227189050979856e8,2.18523e8,4.374889050979856e7
NE,battery_2,1,1,6,0.0,0.0,2.1961666406768046e7,3.675e7,0.0,0.0,0.0,0.0,3.158854935638264e6,4.737508319800885e8,0.0,0.0,0.0,0.0,0.0,4.737508319800885e8,6.187052134240631e7,4.1188031063768214e8
NE,fixed_offshore_wind_2,1,1,7,0.0,0.0,4.22166e8,0.0,0.0,0.0,0.0,0.0,0.0,2.3406189303152093e8,1.88104106968478e8,0.0,0.0,0.0,0.0,4.221659999999989e8,4.22166e8,-1.0728836059570312e-6
NE,float_offshore_wind_2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,natural_gas_2,1,1,9,0.0,0.0,8.85624e8,0.0,1.3005781015607813e7,4.1177433632893944e8,0.0,1.4005752212776712e-7,0.0,9.566844358779991e9,0.0,0.0,0.0,0.0,0.0,9.566844358779991e9,1.3104041173445475e9,8.256440241435444e9
NE,nuclear_2,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,ror_hydro_2,1,1,11,0.0,0.0,3.666135e7,0.0,0.0,0.0,0.0,0.0,0.0,2.774659835393426e8,0.0,0.0,0.0,0.0,0.0,2.774659835393426e8,3.666135e7,2.4080463353934258e8
NE,pumped_hydro_2,1,1,12,0.0,0.0,8.4506e7,0.0,0.0,0.0,0.0,0.0,1.4049063865665845e6,4.424790221522676e8,0.0,0.0,0.0,0.0,0.0,4.424790221522676e8,8.591090638656658e7,3.56568115765701e8
