region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_ccs_2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,solar_pv_2,1,1,2,0.0,0.0,0.003136472514597699,0.0,0.0,0.0,0.0,0.0,0.0,0.0015604582231576554,0.0,0.0,0.0,0.0,0.0,0.0015604582231576554,0.003136472514597699,-0.0015760142914400437
NE,comm_solar_pv_2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,res_solar_pv_2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,onshore_wind_2,1,1,5,0.0,0.0,8.750054851474963e6,0.0,0.0,0.0,0.0,0.0,0.0,8.750054849497413e6,0.0,0.0,0.0,0.0,0.0,8.750054849497413e6,8.750054851474963e6,-0.0019775498658418655
NE,battery_2,1,1,6,0.0,0.0,3.3690999999993294e7,2.850824967834867e7,0.0,0.0,0.0,0.0,1.5556061386761863e6,1.4520397968433908e8,0.0,0.0,0.0,0.0,0.0,1.4520397968433908e8,6.375485581701816e7,8.144912386732092e7
NE,fixed_offshore_wind_2,1,1,7,0.0,0.0,4.22166e8,0.0,0.0,0.0,0.0,0.0,0.0,1.20605325070727e8,3.015606749273613e8,0.0,0.0,0.0,0.0,4.221659999980883e8,4.22166e8,-0.0019116997718811035
NE,float_offshore_wind_2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,natural_gas_2,1,1,9,0.0,0.0,8.856239999996387e8,0.0,1.167449295509001e7,2.9986854695861053e8,0.0,0.004179950239696588,0.0,1.6198842852485852e9,0.0,0.0,0.0,0.0,0.0,1.6198842852485852e9,1.197167039917519e9,4.2271724533106613e8
NE,nuclear_2,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,ror_hydro_2,1,1,11,0.0,0.0,3.666134998911379e7,0.0,0.0,0.0,0.0,0.0,0.0,4.003721888093238e7,0.0,0.0,0.0,0.0,0.0,4.003721888093238e7,3.666134998911379e7,3.3758688918185905e6
NE,pumped_hydro_2,1,1,12,0.0,0.0,1.1509363496384967e7,0.0,0.0,0.0,0.0,0.0,39162.56038525585,8.689745336817535e6,0.0,0.0,0.0,0.0,0.0,8.689745336817535e6,1.1548526056770222e7,-2.8587807199526876e6
