region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_ccs_2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,solar_pv_2,1,1,2,0.0,0.0,7.904219271732032e7,0.0,0.0,0.0,0.0,0.0,0.0,7.904219271732032e7,0.0,0.0,0.0,0.0,0.0,7.904219271732032e7,7.904219271732032e7,0.0
NE,comm_solar_pv_2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,res_solar_pv_2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,onshore_wind_2,1,1,5,0.0,0.0,1.9877174596644568e8,0.0,0.0,0.0,0.0,0.0,0.0,1.9877174596644577e8,0.0,0.0,0.0,0.0,0.0,1.9877174596644577e8,1.9877174596644568e8,8.940696716308594e-8
NE,battery_2,1,1,6,0.0,0.0,3.2435206823875234e7,3.675e7,0.0,0.0,0.0,0.0,1.42313499302868e7,2.3477307592377704e8,0.0,0.0,0.0,0.0,0.0,2.3477307592377704e8,8.341655675416203e7,1.5135651916961503e8
NE,fixed_offshore_wind_2,1,1,7,0.0,0.0,4.22166e8,0.0,0.0,0.0,0.0,0.0,0.0,1.5071305259572917e8,2.714529474042707e8,0.0,0.0,0.0,0.0,4.221659999999999e8,4.22166e8,-1.1920928955078125e-7
NE,float_offshore_wind_2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,natural_gas_2,1,1,9,0.0,0.0,8.85624e8,0.0,1.3706603752868291e7,4.542058595267879e8,0.0,2.099222058137307e-11,0.0,4.1045494781529136e9,0.0,0.0,0.0,0.0,0.0,4.1045494781529136e9,1.3535364632796562e9,2.7510130148732576e9
NE,nuclear_2,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,ror_hydro_2,1,1,11,0.0,0.0,3.666135e7,0.0,0.0,0.0,0.0,0.0,0.0,1.2680737003684245e8,0.0,0.0,0.0,0.0,0.0,1.2680737003684245e8,3.666135e7,9.014602003684245e7
NE,pumped_hydro_2,1,1,12,0.0,0.0,8.4506e7,0.0,0.0,0.0,0.0,0.0,1.9189145038067882e6,1.751961773255517e8,0.0,0.0,0.0,0.0,0.0,1.751961773255517e8,8.642491450380678e7,8.87712628217449e7
