region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_ccs_2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,solar_pv_2,1,1,2,0.0,0.0,1.418811734765768e-6,0.0,0.0,0.0,0.0,0.0,0.0,1.5215127740913345e-7,0.0,0.0,0.0,0.0,0.0,1.5215127740913345e-7,1.418811734765768e-6,-1.2666604573566347e-6
NE,comm_solar_pv_2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,res_solar_pv_2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,onshore_wind_2,1,1,5,0.0,0.0,8.074493962340057e-6,0.0,0.0,0.0,0.0,0.0,0.0,4.6936295237397205e-6,0.0,0.0,0.0,0.0,0.0,4.6936295237397205e-6,8.074493962340057e-6,-3.3808644386003364e-6
NE,battery_2,1,1,6,0.0,0.0,3.369099999999999e7,3.6293624246504016e7,0.0,0.0,0.0,0.0,2.1435637829250074e6,9.814954953644635e7,0.0,0.0,0.0,0.0,0.0,9.814954953644635e7,7.212818802942902e7,2.602136150701733e7
NE,fixed_offshore_wind_2,1,1,7,0.0,0.0,4.22166e8,0.0,0.0,0.0,0.0,0.0,0.0,1.6317661816202277e8,2.5898938183797455e8,0.0,0.0,0.0,0.0,4.221659999999973e8,4.22166e8,-2.682209014892578e-6
NE,float_offshore_wind_2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,natural_gas_2,1,1,9,0.0,0.0,8.726547204206305e8,0.0,1.4755584830527807e7,4.6497285680226e8,0.0,4.409589708395842e-6,0.0,1.3523831620534055e9,0.0,0.0,0.0,0.0,0.0,1.3523831620534055e9,1.3523831620534225e9,-1.6927719116210938e-5
NE,nuclear_2,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,ror_hydro_2,1,1,11,0.0,0.0,8.546294338884763e-7,0.0,0.0,0.0,0.0,0.0,0.0,8.463033624866437e-7,0.0,0.0,0.0,0.0,0.0,8.463033624866437e-7,8.546294338884763e-7,-8.326071401832653e-9
NE,pumped_hydro_2,1,1,12,0.0,0.0,5.279674771945374e6,0.0,0.0,0.0,0.0,0.0,21777.622625423162,2.696571015867315e6,0.0,0.0,0.0,0.0,0.0,2.696571015867315e6,5.301452394570798e6,-2.6048813787034824e6
