region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_ccs_2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,solar_pv_2,1,1,2,0.0,0.0,6.750210872062011e7,0.0,0.0,0.0,0.0,0.0,0.0,6.750210872061944e7,0.0,0.0,0.0,0.0,0.0,6.750210872061944e7,6.750210872062011e7,-6.705522537231445e-7
NE,comm_solar_pv_2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,res_solar_pv_2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,onshore_wind_2,1,1,5,0.0,0.0,2.18523e8,0.0,0.0,0.0,0.0,0.0,0.0,2.6980548987429035e8,0.0,0.0,0.0,0.0,0.0,2.6980548987429035e8,2.18523e8,5.128248987429035e7
NE,battery_2,1,1,6,0.0,0.0,3.3691e7,3.675e7,0.0,0.0,0.0,0.0,2.133721546502897e6,3.182992807729758e8,0.0,0.0,0.0,0.0,0.0,3.182992807729758e8,7.25747215465029e7,2.457245592264729e8
NE,fixed_offshore_wind_2,1,1,7,0.0,0.0,4.22166e8,0.0,0.0,0.0,0.0,0.0,0.0,6.705926247322467e7,3.551067375267741e8,0.0,0.0,0.0,0.0,4.221659999999988e8,4.22166e8,-1.1920928955078125e-6
NE,float_offshore_wind_2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,natural_gas_2,1,1,9,0.0,0.0,8.85624e8,0.0,1.1185876320244862e7,2.943227777382827e8,0.0,2.0833706458969265e-6,0.0,3.3072792336551156e9,0.0,0.0,0.0,0.0,0.0,3.3072792336551156e9,1.1911326540585296e9,2.116146579596586e9
NE,nuclear_2,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,ror_hydro_2,1,1,11,0.0,0.0,3.666134999999999e7,0.0,0.0,0.0,0.0,0.0,0.0,7.424487957251409e7,0.0,0.0,0.0,0.0,0.0,7.424487957251409e7,3.666134999999999e7,3.7583529572514094e7
NE,pumped_hydro_2,1,1,12,0.0,0.0,8.4506e7,0.0,0.0,0.0,0.0,0.0,292823.0791227865,1.462974896526596e8,0.0,0.0,0.0,0.0,0.0,1.462974896526596e8,8.479882307912278e7,6.149866657353681e7
