region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_ccs_2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,solar_pv_2,1,1,2,0.0,0.0,1.4661054592579603e-6,0.0,0.0,0.0,0.0,0.0,0.0,7.80863924682454e-7,0.0,0.0,0.0,0.0,0.0,7.80863924682454e-7,1.4661054592579603e-6,-6.852415345755063e-7
NE,comm_solar_pv_2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,res_solar_pv_2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,onshore_wind_2,1,1,5,0.0,0.0,2.342858351767063e-6,0.0,0.0,0.0,0.0,0.0,0.0,1.2762859965752736e-6,0.0,0.0,0.0,0.0,0.0,1.2762859965752736e-6,2.342858351767063e-6,-1.0665723551917895e-6
NE,battery_2,1,1,6,0.0,0.0,3.3691e7,2.9790161373837113e7,0.0,0.0,0.0,0.0,914750.1957182923,9.09327011195869e7,0.0,0.0,0.0,0.0,0.0,9.09327011195869e7,6.439591156955541e7,2.653678955003149e7
NE,fixed_offshore_wind_2,1,1,7,0.0,0.0,4.22166e8,0.0,0.0,0.0,0.0,0.0,0.0,1.0037338231548838e8,3.2179261768451065e8,0.0,0.0,0.0,0.0,4.2216599999999905e8,4.22166e8,-9.5367431640625e-7
NE,float_offshore_wind_2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,natural_gas_2,1,1,9,0.0,0.0,7.072056968713273e8,0.0,9.98874569113917e6,2.464958938411072e8,0.0,1.614268966739237e-6,0.0,9.636903364035735e8,0.0,0.0,0.0,0.0,0.0,9.636903364035735e8,9.636903364035754e8,-1.9073486328125e-6
NE,nuclear_2,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,ror_hydro_2,1,1,11,0.0,0.0,2.9763214115519077e-8,0.0,0.0,0.0,0.0,0.0,0.0,2.5846792850643402e-8,0.0,0.0,0.0,0.0,0.0,2.5846792850643402e-8,2.9763214115519077e-8,-3.916421264875675e-9
NE,pumped_hydro_2,1,1,12,0.0,0.0,1.4561906441921609e7,0.0,0.0,0.0,0.0,0.0,51905.73687171237,7.461993514545641e6,0.0,0.0,0.0,0.0,0.0,7.461993514545641e6,1.461381217879332e7,-7.1518186642476795e6
