region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_ccs_2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,solar_pv_2,1,1,2,0.0,0.0,9.572249837219715e-5,0.0,0.0,0.0,0.0,0.0,0.0,2.250954369529087e-5,0.0,0.0,0.0,0.0,0.0,2.250954369529087e-5,9.572249837219715e-5,-7.321295467690628e-5
NE,comm_solar_pv_2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,res_solar_pv_2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,onshore_wind_2,1,1,5,0.0,0.0,0.00021964297047816217,0.0,0.0,0.0,0.0,0.0,0.0,3.7905752131888316e-5,0.0,0.0,0.0,0.0,0.0,3.7905752131888316e-5,0.00021964297047816217,-0.00018173721834627385
NE,battery_2,1,1,6,0.0,0.0,3.369099999999429e7,3.3400877617305875e7,0.0,0.0,0.0,0.0,1.9268062801932897e6,9.526319477882746e7,0.0,0.0,0.0,0.0,0.0,9.526319477882746e7,6.901868389749345e7,2.6244510881334007e7
NE,fixed_offshore_wind_2,1,1,7,0.0,0.0,4.22166e8,0.0,0.0,0.0,0.0,0.0,0.0,4.663525527301467e7,3.755307447268228e8,0.0,0.0,0.0,0.0,4.2216599999983746e8,4.22166e8,-0.00016254186630249023
NE,float_offshore_wind_2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,natural_gas_2,1,1,9,0.0,0.0,7.230797208516053e8,0.0,1.0546793759535717e7,2.742386484479485e8,0.0,0.00018662405225543938,0.0,1.0078651630585345e9,0.0,0.0,0.0,0.0,0.0,1.0078651630585345e9,1.0078651630592761e9,-0.0007416009902954102
NE,nuclear_2,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,ror_hydro_2,1,1,11,0.0,0.0,8.036067811190151e-7,0.0,0.0,0.0,0.0,0.0,0.0,6.100867500935545e-7,0.0,0.0,0.0,0.0,0.0,6.100867500935545e-7,8.036067811190151e-7,-1.935200310254606e-7
NE,pumped_hydro_2,1,1,12,0.0,0.0,9.757806806299211e6,0.0,0.0,0.0,0.0,0.0,33428.2661838431,4.986855851313061e6,0.0,0.0,0.0,0.0,0.0,4.986855851313061e6,9.791235072483055e6,-4.804379221169994e6
