region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_ccs_2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,solar_pv_2,1,1,2,0.0,0.0,5.438778316602111e-6,0.0,0.0,0.0,0.0,0.0,0.0,1.110554722320643e-6,0.0,0.0,0.0,0.0,0.0,1.110554722320643e-6,5.438778316602111e-6,-4.328223594281468e-6
NE,comm_solar_pv_2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,res_solar_pv_2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,onshore_wind_2,1,1,5,0.0,0.0,1.1170413927175105e-5,0.0,0.0,0.0,0.0,0.0,0.0,2.362830313606262e-6,0.0,0.0,0.0,0.0,0.0,2.362830313606262e-6,1.1170413927175105e-5,-8.807583613568843e-6
NE,battery_2,1,1,6,0.0,0.0,3.369099999999998e7,3.3400877617111105e7,0.0,0.0,0.0,0.0,955443.2871534768,9.463357282802635e7,0.0,0.0,0.0,0.0,0.0,9.463357282802635e7,6.804732090426457e7,2.6586251923761785e7
NE,fixed_offshore_wind_2,1,1,7,0.0,0.0,4.22166e8,0.0,0.0,0.0,0.0,0.0,0.0,5.076187747411007e7,3.7140412252588403e8,0.0,0.0,0.0,0.0,4.221659999999941e8,4.22166e8,-5.900859832763672e-6
NE,float_offshore_wind_2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,natural_gas_2,1,1,9,0.0,0.0,7.233287232005528e8,0.0,1.0138895124252796e7,2.6363243266387537e8,0.0,1.3977168081469084e-5,0.0,9.971000509886783e8,0.0,0.0,0.0,0.0,0.0,9.971000509886783e8,9.971000509886949e8,-1.6570091247558594e-5
NE,nuclear_2,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,ror_hydro_2,1,1,11,0.0,0.0,5.5274540500249714e-8,0.0,0.0,0.0,0.0,0.0,0.0,3.9502019790234354e-8,0.0,0.0,0.0,0.0,0.0,3.9502019790234354e-8,5.5274540500249714e-8,-1.577252071001536e-8
NE,pumped_hydro_2,1,1,12,0.0,0.0,9.270177207114888e6,0.0,0.0,0.0,0.0,0.0,31757.742613915136,4.751650934042962e6,0.0,0.0,0.0,0.0,0.0,4.751650934042962e6,9.301934949728804e6,-4.550284015685841e6
